62,Markku Tamminen,Analysis of N-Trees.,1983,16,Inf. Process. Lett.,db/journals/ipl/ipl16.html#Tamminen83
63,Birgit Jenner,Knapsack Problems for NL.,1995,54,Inf. Process. Lett.,db/journals/ipl/ipl54.html#Jenner95
64,Luc Devroye,A Note on Finding Convex Hulls Via Maximal Vectors.,1980,11,Inf. Process. Lett.,db/journals/ipl/ipl11.html#Devroye80
65,Shuo-Yen Robert Li,On Full Utilization of Multi-Channel Capacity with Priority Protocol.,1990,36,Inf. Process. Lett.,db/journals/ipl/ipl36.html#Li90
66,Joanna Skowronek-Kazioacutew,1; 2 Conjecture - the multiplicative version.,2008,107,Inf. Process. Lett.,db/journals/ipl/ipl107.html#Skowronek-Kaziow08
67,Fabiano C. Botelho; Nicholas C. Wormald; Nivio Ziviani,Cores of random r-partite hypergraphs.,2012,112,Inf. Process. Lett.,db/journals/ipl/ipl112.html#BotelhoWZ12
68,Yasuhiko Takenaga; Toby Walsh,Tetravex is NP-complete.,2006,99,Inf. Process. Lett.,db/journals/ipl/ipl99.html#TakenagaW06
69,Zhengnan Shi; Wayne Goddard; Stephen T. Hedetniemi,A short note on Merlin-Arthur protocols for subset sum.,2017,118,Inf. Process. Lett.,db/journals/ipl/ipl118.html#Nederlof17
70,Rami A. AL-Namneh,An anonymous self-stabilizing algorithm for 1-maximal independent set in trees.,2004,91,Inf. Process. Lett.,db/journals/ipl/ipl91.html#ShiGH04
71,Hana Chockler; Dan Gutfreund,Five-step FFT algorithm with reduced computational complexity.,2007,101,Inf. Process. Lett.,db/journals/ipl/ipl101.html#NamnehP07
72,L. Sunil Chandran; Anita Das ; Naveen Sivadasan,On the cubicity of bipartite graphs.,2004,90,Inf. Process. Lett.,db/journals/ipl/ipl90.html#ChocklerG04
73,John N. Tsitsiklis,On the Use of Random Numbers in Asynchronous Simulation via Rollback.,2009,109,Inf. Process. Lett.,db/journals/ipl/ipl109.html#ChandranDS09
74,N. OConnell; Arteumlm Sapozhnikov,Complexity analysis of a decentralised graph colouring algorithm.,1989,31,Inf. Process. Lett.,db/journals/ipl/ipl31.html#Tsitsiklis89
75,Herbert Edelsbrunner; Hermann A. Maurer; David G. Kirkpatrick,Polygonal Intersection Searching.,1982,14,Inf. Process. Lett.,db/journals/ipl/ipl14.html#EdelsbrunnerMK82
76,Kunio Aizawa; Akira Nakamura,Direction-Independent Application of Productions on Two-Dimensional Arrays.,1986,22,Inf. Process. Lett.,db/journals/ipl/ipl22.html#AizawaN86
77,Reinhold Heckmann,Lower and Upper Power Domain Constructions Commute on all Cpos.,1991,40,Inf. Process. Lett.,db/journals/ipl/ipl40.html#Heckmann91
78,Jean-Franccedilois Couturier ; Dieter Kratsch,Bicolored independent sets and bicliques.,2012,112,Inf. Process. Lett.,db/journals/ipl/ipl112.html#CouturierK12
79,Peter T. Highnam,Optimal Algorithms for Finding the Symmetries of a Planar Point Set.,1986,22,Inf. Process. Lett.,db/journals/ipl/ipl22.html#Highnam86
80,Raja Jothi; Balaji Raghavachari,Survivable network design: the capacitated minimum spanning network problem.,2004,91,Inf. Process. Lett.,db/journals/ipl/ipl91.html#JothiR04
81,Jorge Calera-Rubio; Rafael C. Carrasco,Computing the Relative Entropy Between Regular Tree Languages.,1998,68,Inf. Process. Lett.,db/journals/ipl/ipl68.html#Calera-RubioC98
82,M. D. Atkinson,Pop-Stacks in Parallel.,1999,70,Inf. Process. Lett.,db/journals/ipl/ipl70.html#AtkinsonS99
83,Kuo-Liang Chung; Wen-Ming Yan,On the number of spanning trees of a multi-complete/star related graph.,2000,76,Inf. Process. Lett.,db/journals/ipl/ipl76.html#ChungY00
84,Arash Ahadi,The complexity of the proper orientation number.,2013,113,Inf. Process. Lett.,db/journals/ipl/ipl113.html#AhadiD13
85,Prosenjit Gupta; Ravi Janardan; Michiel H. M. Smid,A Technique for Adding Range Restrictions to Generalized Searching Problems.,1997,64,Inf. Process. Lett.,db/journals/ipl/ipl64.html#GuptaJS97
86,M. S. Sunitha,A characterization of partial blocks in weighted graphs.,2012,112,Inf. Process. Lett.,db/journals/ipl/ipl112.html#MathewS12
87,Zoran Ivkovic; Errol L. Lloyd,Partially Dynamic bin Packing can be Solved Within 1 + \varepsilon in (Amortized) Polylogarithmic Time.,1997,63,Inf. Process. Lett.,db/journals/ipl/ipl63.html#IvkovicL97
88,Chandrasekhar Narayanaswami ; William L. Luken,Approximating chi<sup>n</sup> Efficiently.,1994,50,Inf. Process. Lett.,db/journals/ipl/ipl50.html#NarayanaswamiL94
89,Livio Colussi; Alessia De Col,A Time and Space Efficient Data Structure for String Searching on Large Texts.,1996,58,Inf. Process. Lett.,db/journals/ipl/ipl58.html#ColussiC96
90,Nathan Segerlind,Exponential separation between Res(<i>k</i>) and Res(<i>k</i>+1) for <i>k</i> leq varepsilonlog<i>n</i>.,2005,93,Inf. Process. Lett.,db/journals/ipl/ipl93.html#Segerlind05
91,Mark Valentine; Robert H. Davis,The Automated Solution of Logic Puzzles.,1987,24,Inf. Process. Lett.,db/journals/ipl/ipl24.html#ValentineD87
92,Mario A. Loacutepez; Shlomo Reisner,Hausdorff approximation of 3D convex polytopes.,2008,107,Inf. Process. Lett.,db/journals/ipl/ipl107.html#LopezR08
93,NingNing Peng; KengMeng Ng; Kazuyuki Tanaka; Yue Yang,Optimal depth-first algorithms and equilibria of independent distributions on multi-branching trees.,2017,125,Inf. Process. Lett.,db/journals/ipl/ipl125.html#PengPNTY17
94,Andreacute Raspaud; Eacutric Sopena,Good and Semi-Strong Colorings of Oriented Planar Graphs.,1994,51,Inf. Process. Lett.,db/journals/ipl/ipl51.html#RaspaudS94
95,Dirk Nowotka,A note on Thue games.,2017,118,Inf. Process. Lett.,db/journals/ipl/ipl118.html#MercasN17
96,Benjamin Doerr; Mahmoud Fouz,Quasi-random rumor spreading: Reducing randomness can be costly.,2011,111,Inf. Process. Lett.,db/journals/ipl/ipl111.html#DoerrF11
97,Hechao Wang; Erfang Shan; Wei Wang ,On the super connectivity of Kronecker products of graphs.,2012,112,Inf. Process. Lett.,db/journals/ipl/ipl112.html#WangSW12
98,Joost Engelfriet,A Note on Infinite Trees.,1972,1,Inf. Process. Lett.,db/journals/ipl/ipl1.html#Engelfriet72
99,Laurence Boxer,Corrigenda: Common Intersections of Polygons.,1990,35,Inf. Process. Lett.,db/journals/ipl/ipl35.html#Boxer90
100,Lucia Peixoto; Nils Gehlenborg; Sarath Chandra Janga,Highlights from the Fourth International Society for Computational Biology Student Council Symposium at the Sixteenth Annual International Conference on Intelligent Systems for Molecular Biology.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9S.html#PeixotoGJ08
101,Gail Sinclair; Bonnie L. Webber; Duncan Davidson,Extracting Genetic Pathways From Text and Grounding at the Spatio-Temporal Level.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6S.html#SinclairWD05
102,Marta Blangiardo; Alberto Cassese; Sylvia Richardson,sdef: an R package to synthesize lists of significant features in related experiments.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11.html#BlangiardoCR10
103,Kazuyuki Numata; Ryo Yoshida; Masao Nagasaki; Ayumu Saito; Seiya Imoto; Satoru Miyano,ExonMiner: Web service for analysis of GeneChip Exon array data.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#NumataYNSIM08
104,Jeff Daily,Parasail: SIMD C library for global; semi-global; and local pairwise sequence alignments.,2016,17,BMC Bioinformatics,db/journals/bmcbi/bmcbi17.html#Daily16
105,Christopher P. Toseland; Helen M. McSparron; Darren R. Flower,DSD - An integrated; web-accessible database of Dehydrogenase Enzyme Stereospecificities.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#ToselandMF05
106,Shanthi Nagarajan; Hyunah Choo; Yong Seo Cho; Kye Jung Shin; Kwang-Seok Oh; Byung Lee; Ae Nim Pae,IKK&#946; inhibitor identification: a multi-filter driven novel scaffold.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11S.html#NagarajanCCSOLP10
107,Elena Landoni; Rosalba Miceli; Maurizio Callari; Paola Tiberio; Valentina Appierto; Valentina Angeloni; Luigi Mariani; Maria Daidone,Proposal of supervised data analysis strategy of plasma miRNAs from hybridisation array data with an application to assess hemolysis-related deregulation.,2015,16,BMC Bioinformatics,db/journals/bmcbi/bmcbi16.html#LandoniMCTAAMD15
108,Quan Long; Qingrun Zhang; Jurg Ott,Detecting disease-associated genotype patterns.,2009,10,BMC Bioinformatics,db/journals/bmcbi/bmcbi10S.html#LongZO09
109,Oleksiy Kohany; Andrew J. Gentles; Lukasz Hankus; Jerzy Jurka,Annotation; submission and screening of repetitive elements in Repbase: RepbaseSubmitter and Censor.,2006,7,BMC Bioinformatics,db/journals/bmcbi/bmcbi7.html#KohanyGHJ06
110,James J. Yang; Jia Li; L. Keoki Williams; Anne Buu,An efficient genome-wide association test for multivariate phenotypes based on the Fisher combination function.,2016,17,BMC Bioinformatics,db/journals/bmcbi/bmcbi17.html#YangLWB16
111,Mutlu Mete; Fusheng Tang; Xiaowei Xu; Nurcan Yuruk,A structural approach for finding functional modules from large biological networks.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9S.html#MeteTXY08
112,Max Bylesjouml; Daniel Eriksson; Andreas Sjoumldin; Michael Sjoumlstroumlm; Stefan Jansson; Henrik Antti; Johan Trygg,MASQOT: a method for cDNA microarray spot quality control.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#BylesjoESSJAT05
113,Thorsteinn S. Roumlgnvaldsson; Terence A. Etchells; Liwen You; Daniel Garwicz; Ian H. Jarman; Paulo J. G. Lisboa,How to find simple and accurate rules for viral protease cleavage specificities.,2009,10,BMC Bioinformatics,db/journals/bmcbi/bmcbi10.html#RognvaldssonEYGJL09
114,Satish M. Srinivasan; Suleyman Vural; Brian R. King; Chittibabu Guda,Mining for class-specific motifs in protein sequence classification.,2013,14,BMC Bioinformatics,db/journals/bmcbi/bmcbi14.html#SrinivasanVKG13
115,Alfredo A. Kalaitzis; Neil D. Lawrence,A Simple Approach to Ranking Differentially Expressed Gene Expression Time Courses through Gaussian Process Regression.,2011,12,BMC Bioinformatics,db/journals/bmcbi/bmcbi12.html#KalaitzisL11
116,Claudia Angelini; Ruth Heller; Rita Volkinshtein; Daniel Yekutieli,Is this the right normalization? A diagnostic tool for ChIP-seq normalization.,2015,16,BMC Bioinformatics,db/journals/bmcbi/bmcbi16.html#AngeliniHVY15
117,Xiaoyu Jiang; Naoki Nariai; Martin Steffen; Simon Kasif; Eric D. Kolaczyk,Integration of relational and hierarchical network information for protein function prediction.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#JiangNSKK08
118,Walter Pirovano; K. Anton Feenstra; Jaap Heringa,The meaning of alignment: lessons from structural diversity.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#PirovanoFH08
119,Andrew G. Garrow; Alison Agnew; David R. Westhead,TMB-Hunt: An amino acid composition based method to screen proteomes for beta-barrel transmembrane proteins.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#GarrowAW05
120,Megan J. Bowman; Jane A. Pulman; Tiffany L. Liu; Kevin L. Childs,A modified GC-specific MAKER gene annotation method reveals improved and novel gene predictions of high and low GC content in Oryza sativa.,2017,18,BMC Bioinformatics,db/journals/bmcbi/bmcbi18.html#BowmanPLC17
121,Ruby Lee; Jonathan R. Karr; Markus W. Covert,WholeCellViz: data visualization for whole-cell models.,2013,14,BMC Bioinformatics,db/journals/bmcbi/bmcbi14.html#LeeKC13
122,Patricia Francis-Lyon; Shengyin Gu; Joel Hass; Nina Amenta; Patrice Koehl,Sampling the conformation of protein surface residues for flexible protein docking.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11.html#Francis-LyonGHAK10
123,Sungsam Gong; Changbum Park; Hansol Choi; Junsu Ko; Insoo Jang; Jungsul Lee; Dan M. Bolser; Donghoon Oh; Deok-Soo Kim; Jong Bhak,A protein domain interaction interface database: InterPare.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#GongPCKJLBOKB05
124,Fuxiao Xin; Steven Myers; Yong Fuga Li; David N. Cooper; Sean D. Mooney; Predrag Radivojac,Structure-based kernels for the prediction of catalytic residues and their involvement in human inherited disease.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11S.html#XinMLCMR10
125,Anirban Bhaduri; Ganesan Pugalenthi; Ramanathan Sowdhamini,PASS2: an automated database of protein alignments organised as structural superfamilies.,2004,5,BMC Bioinformatics,db/journals/bmcbi/bmcbi5.html#BhaduriPS04
126,Damien Farrell; Stephen V. Gordon,Epitopemap: a web application for integrated whole proteome epitope prediction.,2015,16,BMC Bioinformatics,db/journals/bmcbi/bmcbi16.html#FarrellG15
127,Tao Xu; Jie Ping; Yao Yu; Fudong Yu; Yongtao Yu; Pei Hao; Xuan Li,Revealing parasite influence in metabolic pathways in Apicomplexa infected patients.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11S.html#XuPYYYHL10
128,Jean-Christophe Nebel; Pawel Herzyk; David R. Gilbert,Automatic generation of 3D motifs for classification of protein binding sites.,2007,8,BMC Bioinformatics,db/journals/bmcbi/bmcbi8.html#NebelHG07
129,Andreas Kowarsch; Florian Bloumlchl; Sebastian Bohl; Maria Saile; Norbert Gretz; Ursula Klingmuumlller; Fabian J. Theis,Knowledge-based matrix factorization temporally resolves the cellular responses to IL-6 stimulation.,2010,11,BMC Bioinformatics,db/journals/bmcbi/bmcbi11.html#KowarschBBSGKT10
130,Dhany Saputra; Simon Rasmussen; Mette V. Larsen; Nizar Haddad; Maria Sperotto; Frank Aarestrup; Ole Lund; Thomas Sicheritz-Ponteacuten,Reads2Type: a web application for rapid microbial taxonomy identification.,2015,16,BMC Bioinformatics,db/journals/bmcbi/bmcbi16.html#SaputraRLHSALS15
131,Chang Liu; Dong Liang; Ting Gao; Xiaohui Pang; Jingyuan Song; Hui Yao; Jianping Han; Zhihua Liu; Xiaojun Guan; Kun Jiang; Huan Li; Shilin Chen,PTIGS-IdIt; a system for species identification by DNA sequences of the psbA-trnH intergenic spacer region.,2011,12,BMC Bioinformatics,db/journals/bmcbi/bmcbi12S.html#LiuLGPSYHLGJLC11
132,Gabriele Antonio Trombetti; Raoul J. P. Bonnal; Ermanno Rizzi; Gianluca De Bellis; Luciano Milanesi,Data handling strategies for high throughput pyrosequencers.,2007,8,BMC Bioinformatics,db/journals/bmcbi/bmcbi8S.html#TrombettiBRBM07
133,Likun Wang; Cong Zhang; Johnathan Watkins; Yan Jin; Michael McNutt; Yuxin Yin,SoftPanel: a website for grouping diseases and related disorders for generation of customized panels.,2016,17,BMC Bioinformatics,db/journals/bmcbi/bmcbi17.html#WangZWJMY16
134,Artem Cherkasov; Steven J. M. Jones,Structural characterization of genomes by large scale sequence-structure threading.,2004,5,BMC Bioinformatics,db/journals/bmcbi/bmcbi5.html#CherkasovJ04
135,Andreas Mayr; Benjamin Hofner; Matthias Schmid,Boosting the discriminatory power of sparse survival models via optimization of the concordance index and stability selection.,2016,17,BMC Bioinformatics,db/journals/bmcbi/bmcbi17.html#MayrHS16
136,Shashi Bhushan Pandit; Jeffrey Skolnick,Fr-TM-align: a new protein structural alignment method based on fragment alignments and the TM-score.,2008,9,BMC Bioinformatics,db/journals/bmcbi/bmcbi9.html#PanditS08
137,Mario Deng; Johannes Braumlgelmann; Joachim L. Schultze; Sven Perner,Web-TCGA: an online platform for integrated analysis of molecular cancer data sets.,2016,17,BMC Bioinformatics,db/journals/bmcbi/bmcbi17.html#DengBSP16
138,Mufleh Al-Shatnawi; M. Omair Ahmad; M. N. S. Swamy,MSAIndelFR: a scheme for multiple protein sequence alignment using information on indel flanking regions.,2015,16,BMC Bioinformatics,db/journals/bmcbi/bmcbi16.html#Al-ShatnawiAS15
139,Oleg N. Reva; Burkhard Tuumlmmler,Differentiation of regions with atypical oligonucleotide composition in bacterial genomes.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#RevaT05
140,Vincent Negravegre; Thierry Hotelier; Anne-Nathalie Volkoff; Sylvie Gimenez; Franois Cousserans; Kazuei Mita; Xavier Sabau; Janick Rocher; Miguel Loacutepez-Ferber; Emmanuelle dAlenccedilon; Pascaline Audant; Ceacutecile Sabourault; Vincent Bidegainberry; Freacutedeacuterique Hilliou; Philippe Fournier,SPODOBASE : an EST database for the lepidopteran crop pest <i>Spodoptera</i>.,2006,7,BMC Bioinformatics,db/journals/bmcbi/bmcbi7.html#NegreHVGCMSRLdASBHF06
141,Hui Peng; Chaowang Lan; Yi Zheng; Gyorgy Hutvagner; Dacheng Tao; Jinyan Li,Cross disease analysis of co-functional microRNA pairs on a reconstructed network of disease-gene-microRNA tripartite.,2017,18,BMC Bioinformatics,db/journals/bmcbi/bmcbi18.html#PengLZHTL17
142,Laura Plaza; Antonio Jose Jimeno-Yepes; Alberto Diaz; Alan R. Aronson,Studying the correlation between different word sense disambiguation methods and summarization effectiveness in biomedical texts.,2011,12,BMC Bioinformatics,db/journals/bmcbi/bmcbi12.html#PlazaJDA11
143,Rakesh Kaundal; Sitanshu S. Sahu; Ruchi Verma; Tyler Weirick,Identification and characterization of plastid-type proteins from sequence-attributed features using machine learning.,2013,14,BMC Bioinformatics,db/journals/bmcbi/bmcbi14S.html#KaundalSVW13
144,Jannick Dyrloslashv Bendtsen; Henrik Nielsen; David Widdick; Tracy Palmer; Soslashren Brunak,Prediction of twin-arginine signal peptides.,2005,6,BMC Bioinformatics,db/journals/bmcbi/bmcbi6.html#BendtsenNWPB05
145,Krister M. Swenson; Yokuki To; Jijun Tang; Bernard M. E. Moret,Maximum independent sets of commuting and noninterfering inversions.,2009,10,BMC Bioinformatics,db/journals/bmcbi/bmcbi10S.html#SwensonTTM09
146,Yongsheng Bai; Jeff Kinne; Lizhong Ding; Ethan Rath; Aaron Cox; Siva Dharman Naidu,Identification of genome-wide non-canonical spliced regions and analysis of biological functions for spliced sequences using Read-Split-Fly.,2017,18,BMC Bioinformatics,db/journals/bmcbi/bmcbi18S.html#BaiKDRCN17
